Date,Adj Close,Close,High,Low,Open,Volume
2023-04-19 00:00:00+00:00,166.32164,167.6300049,168.1600037,165.5399933,165.8000031,47720200
2023-04-20 00:00:00+00:00,165.3492584,166.6499939,167.8699951,165.5599976,166.0899963,52456400
2023-04-21 00:00:00+00:00,163.7320099,165.0200043,166.4499969,164.4900055,165.0500031,58337300
2023-04-24 00:00:00+00:00,164.039566,165.3300018,165.6000061,163.8899994,165,41949600
2023-04-25 00:00:00+00:00,162.491745,163.7700043,166.3099976,163.7299957,165.1900024,48714100
2023-04-26 00:00:00+00:00,162.4818115,163.7599945,165.2799988,162.8000031,163.0599976,45498800
2023-04-27 00:00:00+00:00,167.0955353,168.4100037,168.5599976,165.1900024,165.1900024,64902300
2023-04-28 00:00:00+00:00,168.3556213,169.6799927,169.8500061,167.8800049,168.4900055,55209200
2023-05-01 00:00:00+00:00,168.2663269,169.5899963,170.4499969,168.6399994,169.2799988,52472900
2023-05-02 00:00:00+00:00,167.2245331,168.5399933,170.3500061,167.5399933,170.0899963,48425700
2023-05-03 00:00:00+00:00,166.1430359,167.4499969,170.9199982,167.1600037,169.5,65136000
2023-05-04 00:00:00+00:00,164.4959869,165.7899933,167.0399933,164.3099976,164.8899994,81235400
2023-05-05 00:00:00+00:00,172.215271,173.5700073,174.3000031,170.7599945,170.9799957,113316400
2023-05-08 00:00:00+00:00,172.1457977,173.5,173.8500061,172.1100006,172.4799957,55962800
2023-05-09 00:00:00+00:00,170.4293213,171.7700043,173.5399933,171.6000061,173.0500031,45326900
2023-05-10 00:00:00+00:00,172.2053528,173.5599976,174.0299988,171.8999939,173.0200043,53724500
2023-05-11 00:00:00+00:00,172.3938599,173.75,174.5899963,172.1699982,173.8500061,49514700
2023-05-12 00:00:00+00:00,171.4598846,172.5700073,174.0599976,171,173.6199951,45497800
2023-05-15 00:00:00+00:00,170.9631195,172.0700073,173.2100067,171.4700012,173.1600037,37266700
2023-05-16 00:00:00+00:00,170.9631195,172.0700073,173.1399994,171.8000031,171.9900055,42110300
2023-05-17 00:00:00+00:00,171.5791321,172.6900024,172.9299927,170.4199982,171.7100067,57951600
2023-05-18 00:00:00+00:00,173.9239502,175.0500031,175.2400055,172.5800018,173,65496700
2023-05-19 00:00:00+00:00,174.0332489,175.1600037,176.3899994,174.9400024,176.3899994,55772400
2023-05-22 00:00:00+00:00,173.0794067,174.1999969,174.7100067,173.4499969,173.9799957,43570900
2023-05-23 00:00:00+00:00,170.4564209,171.5599976,173.3800049,171.2799988,173.1300049,50747300
2023-05-24 00:00:00+00:00,170.7345886,171.8399963,172.4199982,170.5200043,171.0899963,45143500
2023-05-25 00:00:00+00:00,171.8771973,172.9900055,173.8999939,171.6900024,172.4100037,56058300
2023-05-26 00:00:00+00:00,174.3015137,175.4299927,175.7700043,173.1100006,173.3200073,54835000
2023-05-30 00:00:00+00:00,176.1594543,177.3000031,178.9900055,176.5700073,176.9600067,55964400
2023-05-31 00:00:00+00:00,176.1098022,177.25,179.3500061,176.7599945,177.3300018,99625300
2023-06-01 00:00:00+00:00,178.9315186,180.0899963,180.1199951,176.9299927,177.6999969,68901800
2023-06-02 00:00:00+00:00,179.7859955,180.9499969,181.7799988,179.2599945,181.0299988,61945900
2023-06-05 00:00:00+00:00,178.4248199,179.5800018,184.9499969,178.0399933,182.6300049,121946500
2023-06-06 00:00:00+00:00,178.0572052,179.2100067,180.1199951,177.4299927,179.9700012,64848400
2023-06-07 00:00:00+00:00,176.6761322,177.8200073,181.2100067,177.3200073,178.4400024,61944600
2023-06-08 00:00:00+00:00,179.4084473,180.5700073,180.8399963,177.4600067,177.8999939,50214900
2023-06-09 00:00:00+00:00,179.795929,180.9600067,182.2299957,180.6300049,181.5,48870700
2023-06-12 00:00:00+00:00,182.6077423,183.7899933,183.8899994,180.9700012,181.2700043,54274900
2023-06-13 00:00:00+00:00,182.1308136,183.3099976,184.1499939,182.4400024,182.8000031,54929100
2023-06-14 00:00:00+00:00,182.7667084,183.9499969,184.3899994,182.0200043,183.3699951,57462900
2023-06-15 00:00:00+00:00,184.8134308,186.0099945,186.5200043,183.7799988,183.9600067,65433200
2023-06-16 00:00:00+00:00,183.7304535,184.9199982,186.9900055,184.2700043,186.7299957,101235600
2023-06-20 00:00:00+00:00,183.8198853,185.0099945,186.1000061,184.4100037,184.4100037,49799100
2023-06-21 00:00:00+00:00,182.7766418,183.9600067,185.4100037,182.5899963,184.8999939,49515700
2023-06-22 00:00:00+00:00,185.7970734,187,187.0500031,183.6699982,183.7400055,51245300
2023-06-23 00:00:00+00:00,185.4791412,186.6799927,187.5599976,185.0099945,185.5500031,53079300
2023-06-26 00:00:00+00:00,184.0782166,185.2700043,188.0500031,185.2299957,186.8300018,48088700
2023-06-27 00:00:00+00:00,186.850235,188.0599976,188.3899994,185.6699982,185.8899994,50730800
2023-06-28 00:00:00+00:00,188.0325928,189.25,189.8999939,187.6000061,187.9299927,51216800
2023-06-29 00:00:00+00:00,188.3704071,189.5899963,190.0700073,188.9400024,189.0800018,46347300
2023-06-30 00:00:00+00:00,192.7222443,193.9700012,194.4799957,191.2599945,191.6300049,85069600
2023-07-03 00:00:00+00:00,191.2219696,192.4600067,193.8800049,191.7599945,193.7799988,31458200
2023-07-05 00:00:00+00:00,190.0992279,191.3300018,192.9799957,190.6199951,191.5700073,46920300
2023-07-06 00:00:00+00:00,190.5761414,191.8099976,192.0200043,189.1999969,189.8399963,45094300
2023-07-07 00:00:00+00:00,189.4534149,190.6799927,192.6699982,190.2400055,191.4100037,46778000
2023-07-10 00:00:00+00:00,187.3967285,188.6100006,189.9900055,187.0399933,189.2599945,59922200
2023-07-11 00:00:00+00:00,186.8701477,188.0800018,189.3000031,186.6000061,189.1600037,46638100
2023-07-12 00:00:00+00:00,188.5492554,189.7700043,191.6999969,188.4700012,189.6799927,60750200
2023-07-13 00:00:00+00:00,189.3143005,190.5399933,191.1900024,189.7799988,190.5,41342300
2023-07-14 00:00:00+00:00,189.4633484,190.6900024,191.1799927,189.6300049,190.2299957,41573900
2023-07-17 00:00:00+00:00,192.7421265,193.9900055,194.3200073,191.8099976,191.8999939,50520200
2023-07-18 00:00:00+00:00,192.4837799,193.7299957,194.3300018,192.4199982,193.3500061,48353800
2023-07-19 00:00:00+00:00,193.8449554,195.1000061,198.2299957,192.6499939,193.1000061,80507300
2023-07-20 00:00:00+00:00,191.8876495,193.1300049,196.4700012,192.5,195.0899963,59581200
2023-07-21 00:00:00+00:00,190.705307,191.9400024,194.9700012,191.2299957,194.1000061,71917800
2023-07-24 00:00:00+00:00,191.5100861,192.75,194.9100037,192.25,193.4100037,45377800
2023-07-25 00:00:00+00:00,192.3744812,193.6199951,194.4400024,192.9199982,193.3300018,37283200
2023-07-26 00:00:00+00:00,193.2488251,194.5,195.6399994,193.3200073,193.6699982,47471900
2023-07-27 00:00:00+00:00,191.977066,193.2200012,197.1999969,192.5500031,196.0200043,47460200
2023-07-28 00:00:00+00:00,194.570282,195.8300018,196.6300049,194.1399994,194.6699982,48291400
2023-07-31 00:00:00+00:00,195.1862946,196.4499969,196.4900055,195.2599945,196.0599976,38824100
2023-08-01 00:00:00+00:00,194.3516998,195.6100006,196.7299957,195.2799988,196.2400055,35175100
2023-08-02 00:00:00+00:00,191.3411865,192.5800018,195.1799927,191.8500061,195.0399933,50389300
2023-08-03 00:00:00+00:00,189.9402618,191.1699982,192.3699951,190.6900024,191.5700073,61235200
2023-08-04 00:00:00+00:00,180.8193054,181.9900055,187.3800049,181.9199982,185.5200043,115799700
2023-08-07 00:00:00+00:00,177.6994934,178.8500061,183.1300049,177.3500061,182.1300049,97576100
2023-08-08 00:00:00+00:00,178.6433868,179.8000031,180.2700043,177.5800018,179.6900024,67823000
2023-08-09 00:00:00+00:00,177.0437622,178.1900024,180.9299927,177.0099945,180.8699951,60378500
2023-08-10 00:00:00+00:00,176.8251648,177.9700012,180.75,177.6000061,179.4799957,54686900
2023-08-11 00:00:00+00:00,176.8848572,177.7899933,178.6199951,176.5500031,177.3200073,51988100
2023-08-14 00:00:00+00:00,178.5463715,179.4600067,179.6900024,177.3099976,177.9700012,43675600
2023-08-15 00:00:00+00:00,176.5465851,177.4499969,179.4799957,177.0500031,178.8800049,43622600
2023-08-16 00:00:00+00:00,175.6710968,176.5700073,178.5399933,176.5,177.1300049,46964900
2023-08-17 00:00:00+00:00,173.1141663,174,177.5099945,173.4799957,177.1399994,66062900
2023-08-18 00:00:00+00:00,173.6016693,174.4900055,175.1000061,171.9600067,172.3000031,61114200
2023-08-21 00:00:00+00:00,174.9447937,175.8399963,176.1300049,173.7400055,175.0700073,46311900
2023-08-22 00:00:00+00:00,176.327713,177.2299957,177.6799927,176.25,177.0599976,42084200
2023-08-23 00:00:00+00:00,180.1979218,181.1199951,181.5500031,178.3300018,178.5200043,52722800
2023-08-24 00:00:00+00:00,175.4820557,176.3800049,181.1000061,176.0099945,180.6699982,54945800
2023-08-25 00:00:00+00:00,177.7006836,178.6100006,179.1499939,175.8200073,177.3800049,51449600
2023-08-28 00:00:00+00:00,179.2726593,180.1900024,180.5899963,178.5500031,180.0899963,43820700
2023-08-29 00:00:00+00:00,183.1826324,184.1199951,184.8999939,179.5,179.6999969,53003900
2023-08-30 00:00:00+00:00,186.6946716,187.6499939,187.8500061,184.7400055,184.9400024,60813900
2023-08-31 00:00:00+00:00,186.9135437,187.8699951,189.1199951,187.4799957,187.8399963,60794500
2023-09-01 00:00:00+00:00,188.4954376,189.4600067,189.9199982,188.2799988,189.4900055,45732600
2023-09-05 00:00:00+00:00,188.7342224,189.6999969,189.9799957,187.6100006,188.2799988,45280000
2023-09-06 00:00:00+00:00,181.9787903,182.9100037,188.8500061,181.4700012,188.3999939,81755800
2023-09-07 00:00:00+00:00,176.6560211,177.5599976,178.2100067,173.5399933,175.1799927,112488800
2023-09-08 00:00:00+00:00,177.2728577,178.1799927,180.2400055,177.7899933,178.3500061,65551300
2023-09-11 00:00:00+00:00,178.4468842,179.3600006,180.3000031,177.3399963,180.0700073,58953100
2023-09-12 00:00:00+00:00,175.4024658,176.3000031,180.1300049,174.8200073,179.4900055,90370200
2023-09-13 00:00:00+00:00,173.3230896,174.2100067,177.3000031,173.9799957,176.5099945,84267900
2023-09-14 00:00:00+00:00,174.8453064,175.7400055,176.1000061,173.5800018,174,60895800
2023-09-15 00:00:00+00:00,174.1190033,175.0099945,176.5,173.8200073,176.4799957,109205100
2023-09-18 00:00:00+00:00,177.0639496,177.9700012,179.3800049,176.1699982,176.4799957,67257600
2023-09-19 00:00:00+00:00,178.1583557,179.0700073,179.6300049,177.1300049,177.5200043,51826900
2023-09-20 00:00:00+00:00,174.5965729,175.4900055,179.6999969,175.3999939,179.2599945,58436200
2023-09-21 00:00:00+00:00,173.0444946,173.9299927,176.3000031,173.8600006,174.5500031,63047900
2023-09-22 00:00:00+00:00,173.9001312,174.7899933,177.0800018,174.0500031,174.6699982,56725400
2023-09-25 00:00:00+00:00,175.1835785,176.0800018,176.9700012,174.1499939,174.1999969,46172700
2023-09-26 00:00:00+00:00,171.0845642,171.9600067,175.1999969,171.6600037,174.8200073,64588900
2023-09-27 00:00:00+00:00,169.5623322,170.4299927,173.0399933,169.0500031,172.6199951,66921800
2023-09-28 00:00:00+00:00,169.8210144,170.6900024,172.0299988,167.6199951,169.3399963,56294400
2023-09-29 00:00:00+00:00,170.3383789,171.2100067,173.0700073,170.3399963,172.0200043,51814200
2023-10-02 00:00:00+00:00,172.8654327,173.75,174.3000031,170.9299927,171.2200012,52164500
2023-10-03 00:00:00+00:00,171.5223083,172.3999939,173.6300049,170.8200073,172.2599945,49594600
2023-10-04 00:00:00+00:00,172.7758942,173.6600037,174.2100067,170.9700012,171.0899963,53020300
2023-10-05 00:00:00+00:00,174.0195313,174.9100037,175.4499969,172.6799927,173.7899933,48527900
2023-10-06 00:00:00+00:00,176.5863953,177.4900055,177.9900055,173.1799927,173.8000031,57224100
2023-10-09 00:00:00+00:00,178.0787659,178.9900055,179.0500031,175.8000031,176.8099976,42390800
2023-10-10 00:00:00+00:00,177.4818115,178.3899994,179.7200012,177.9499969,178.1000061,43698000
2023-10-11 00:00:00+00:00,178.8846283,179.8000031,179.8500061,177.6000061,178.1999969,47551100
2023-10-12 00:00:00+00:00,179.7900085,180.7100067,182.3399963,179.0399933,180.0700073,56743100
2023-10-13 00:00:00+00:00,177.9394836,178.8500061,181.9299927,178.1399994,181.4199982,51427100
2023-10-16 00:00:00+00:00,177.8101196,178.7200012,179.0800018,176.5099945,176.75,52517000
2023-10-17 00:00:00+00:00,176.2481384,177.1499939,178.4199982,174.8000031,176.6499939,57549400
2023-10-18 00:00:00+00:00,174.9447937,175.8399963,177.5800018,175.1100006,175.5800018,54764400
2023-10-19 00:00:00+00:00,174.5667267,175.4600067,177.8399963,175.1900024,176.0399933,59302900
2023-10-20 00:00:00+00:00,171.9998627,172.8800049,175.4199982,172.6399994,175.3099976,64189300
2023-10-23 00:00:00+00:00,172.1192322,173,174.0099945,169.9299927,170.9100037,55980100
2023-10-24 00:00:00+00:00,172.5569916,173.4400024,173.6699982,171.4499969,173.0500031,43816600
2023-10-25 00:00:00+00:00,170.2289276,171.1000061,173.0599976,170.6499939,171.8800049,57157000
2023-10-26 00:00:00+00:00,166.0403442,166.8899994,171.3800049,165.6699982,170.3699951,70625300
2023-10-27 00:00:00+00:00,167.3635864,168.2200012,168.9600067,166.8300018,166.9100037,58499100
2023-10-30 00:00:00+00:00,169.4230347,170.2899933,171.1699982,168.8699951,169.0200043,51131000
2023-10-31 00:00:00+00:00,169.9006042,170.7700043,170.8999939,167.8999939,169.3500061,44846000
2023-11-01 00:00:00+00:00,173.0843048,173.9700012,174.2299957,170.1199951,171,56934900
2023-11-02 00:00:00+00:00,176.6659851,177.5700073,177.7799988,175.4600067,175.5200043,77334800
2023-11-03 00:00:00+00:00,175.7506561,176.6499939,176.8200073,173.3500061,174.2400055,79763700
2023-11-06 00:00:00+00:00,178.3175354,179.2299957,179.4299927,176.2100067,176.3800049,63841300
2023-11-07 00:00:00+00:00,180.8943481,181.8200073,182.4400024,178.9700012,179.1799927,70530000
2023-11-08 00:00:00+00:00,181.9589081,182.8899994,183.4499969,181.5899963,182.3500061,49340300
2023-11-09 00:00:00+00:00,181.4813385,182.4100037,184.1199951,181.8099976,182.9600067,53763500
2023-11-10 00:00:00+00:00,185.695343,186.3999939,186.5700073,183.5299988,183.9700012,66133400
2023-11-13 00:00:00+00:00,184.1014099,184.8000031,186.0299988,184.2100067,185.8200073,43627500
2023-11-14 00:00:00+00:00,186.7314148,187.4400024,188.1100006,186.3000031,187.6999969,60108400
2023-11-15 00:00:00+00:00,187.2992554,188.0099945,189.5,187.7799988,187.8500061,53790500
2023-11-16 00:00:00+00:00,188.9928589,189.7100067,190.9600067,188.6499939,189.5700073,54412900
2023-11-17 00:00:00+00:00,188.9729156,189.6900024,190.3800049,188.5700073,190.25,50922700
2023-11-20 00:00:00+00:00,190.7262573,191.4499969,191.9100037,189.8800049,189.8899994,46505100
2023-11-21 00:00:00+00:00,189.9193268,190.6399994,191.5200043,189.7400055,191.4100037,38134500
2023-11-22 00:00:00+00:00,190.586792,191.3099976,192.9299927,190.8300018,191.4900055,39617700
2023-11-24 00:00:00+00:00,189.2518616,189.9700012,190.8999939,189.25,190.8699951,24048300
2023-11-27 00:00:00+00:00,189.072525,189.7899933,190.6699982,188.8999939,189.9199982,40552600
2023-11-28 00:00:00+00:00,189.6802216,190.3999939,191.0800018,189.3999939,189.7799988,38415400
2023-11-29 00:00:00+00:00,188.6541138,189.3699951,192.0899963,188.9700012,190.8999939,43014200
2023-11-30 00:00:00+00:00,189.2319183,189.9499969,190.3200073,188.1900024,189.8399963,48794400
2023-12-01 00:00:00+00:00,190.5170593,191.2400055,191.5599976,189.2299957,190.3300018,45679300
2023-12-04 00:00:00+00:00,188.7138977,189.4299927,190.0500031,187.4499969,189.9799957,43389500
2023-12-05 00:00:00+00:00,192.6888123,193.4199982,194.3999939,190.1799927,190.2100067,66628400
2023-12-06 00:00:00+00:00,191.5929871,192.3200073,194.7599945,192.1100006,194.4499969,41089700
2023-12-07 00:00:00+00:00,193.535614,194.2700043,195,193.5899963,193.6300049,47477700
2023-12-08 00:00:00+00:00,194.9701538,195.7100067,195.9900055,193.6699982,194.1999969,53377300
2023-12-11 00:00:00+00:00,192.449707,193.1799927,193.4900055,191.4199982,193.1100006,60943700
2023-12-12 00:00:00+00:00,193.9739532,194.7100067,194.7200012,191.7200012,193.0800018,52696900
2023-12-13 00:00:00+00:00,197.2116547,197.9600067,198,194.8500061,195.0899963,70404200
2023-12-14 00:00:00+00:00,197.361084,198.1100006,199.6199951,196.1600037,198.0200043,66831600
2023-12-15 00:00:00+00:00,196.8231354,197.5700073,198.3999939,197,197.5299988,128256700
2023-12-18 00:00:00+00:00,195.1494751,195.8899994,196.6300049,194.3899994,196.0899963,55751900
2023-12-19 00:00:00+00:00,196.1955109,196.9400024,196.9499969,195.8899994,196.1600037,40714100
2023-12-20 00:00:00+00:00,194.0934906,194.8300018,197.6799927,194.8300018,196.8999939,52242800
2023-12-21 00:00:00+00:00,193.9440308,194.6799927,197.0800018,193.5,196.1000061,46482500
2023-12-22 00:00:00+00:00,192.8681488,193.6000061,195.4100037,192.9700012,195.1799927,37122800
2023-12-26 00:00:00+00:00,192.3202209,193.0500031,193.8899994,192.8300018,193.6100006,28919300
2023-12-27 00:00:00+00:00,192.4198303,193.1499939,193.5,191.0899963,192.4900055,48087700
2023-12-28 00:00:00+00:00,192.8482056,193.5800018,194.6600037,193.1699982,194.1399994,34049900
2023-12-29 00:00:00+00:00,191.8021698,192.5299988,194.3999939,191.7299957,193.8999939,42628800
2024-01-02 00:00:00+00:00,184.9382172,185.6399994,188.4400024,183.8899994,187.1499939,82488700
2024-01-03 00:00:00+00:00,183.5534821,184.25,185.8800049,183.4299927,184.2200012,58414500
2024-01-04 00:00:00+00:00,181.2223358,181.9100037,183.0899963,180.8800049,182.1499939,71983600
2024-01-05 00:00:00+00:00,180.4950714,181.1799927,182.7599945,180.1699982,181.9900055,62303300
2024-01-08 00:00:00+00:00,184.8585205,185.5599976,185.6000061,181.5,182.0899963,59144500
2024-01-09 00:00:00+00:00,184.4401093,185.1399994,185.1499939,182.7299957,183.9199982,42841800
2024-01-10 00:00:00+00:00,185.486145,186.1900024,186.3999939,183.9199982,184.3500061,46792900
2024-01-11 00:00:00+00:00,184.8884125,185.5899963,187.0500031,183.6199951,186.5399933,49128400
2024-01-12 00:00:00+00:00,185.2171631,185.9199982,186.7400055,185.1900024,186.0599976,40444700
2024-01-16 00:00:00+00:00,182.9358215,183.6300049,184.2599945,180.9299927,182.1600037,65603000
2024-01-17 00:00:00+00:00,181.9894104,182.6799927,182.9299927,180.3000031,181.2700043,47317400
2024-01-18 00:00:00+00:00,187.9169312,188.6300049,189.1399994,185.8300018,186.0899963,78005800
2024-01-19 00:00:00+00:00,190.8358459,191.5599976,191.9499969,188.8200073,189.3300018,68741000
2024-01-22 00:00:00+00:00,193.1570282,193.8899994,195.3300018,192.2599945,192.3000031,60133900
2024-01-23 00:00:00+00:00,194.4421539,195.1799927,195.75,193.8300018,195.0200043,42355600
2024-01-24 00:00:00+00:00,193.7647247,194.5,196.3800049,194.3399963,195.4199982,53631300
2024-01-25 00:00:00+00:00,193.4359741,194.1699982,196.2700043,193.1100006,195.2200012,54822100
2024-01-26 00:00:00+00:00,191.6925964,192.4199982,194.7599945,191.9400024,194.2700043,44594000
2024-01-29 00:00:00+00:00,191.0052032,191.7299957,192.1999969,189.5800018,192.0099945,47145600
2024-01-30 00:00:00+00:00,187.3291473,188.0399933,191.8000031,187.4700012,190.9400024,55859400
2024-01-31 00:00:00+00:00,183.7029114,184.3999939,187.1000061,184.3500061,187.0399933,55467800
2024-02-01 00:00:00+00:00,186.1536255,186.8600006,186.9499969,183.8200073,183.9900055,64885400
2024-02-02 00:00:00+00:00,185.1474304,185.8500061,187.3300018,179.25,179.8600006,102518000
2024-02-05 00:00:00+00:00,186.9705048,187.6799927,189.25,185.8399963,188.1499939,69668800
2024-02-06 00:00:00+00:00,188.5843964,189.3000031,189.3099976,186.7700043,186.8600006,43490800
2024-02-07 00:00:00+00:00,188.693985,189.4100037,191.0500031,188.6100006,190.6399994,53439000
